Fonction;ncalls
/usr/lib/python3.12/selectors.py:290:SelectSelector;1
/usr/lib/python3.12/selectors.py:442:EpollSelector;1
/usr/lib/python3.12/contextlib.py:272:contextmanager;1
/home/cedric-mc/public_html/BatailleBoules/avant/upemtk.py:146:ferme_fenetre;1
/usr/lib/python3.12/tkinter/__init__.py:3356:Menu;1
/home/cedric-mc/public_html/BatailleBoules/avant/menu.py:74:choose_colors;1
/usr/lib/python3.12/tkinter/__init__.py:147:_VersionInfoType;1
/usr/lib/python3.12/functools.py:35:update_wrapper;1
/usr/lib/python3.12/re/__init__.py:255:escape;1
/usr/lib/python3.12/re/_compiler.py:407:_generate_overlap_table;1
/usr/lib/python3.12/re/_parser.py:295:seek;1
/usr/lib/python3.12/tkinter/__init__.py:2383:destroy;1
/usr/lib/python3.12/tkinter/__init__.py:2548:Grid;1
~:0:<built-in method _tkinter.create>;1
~:0:<method 'disable' of '_lsprof.Profiler' objects>;1
/usr/lib/python3.12/enum.py:1551:__or__;1
/usr/lib/python3.12/functools.py:65:wraps;1
/usr/lib/python3.12/functools.py:965:__init__;1
/usr/lib/python3.12/functools.py:970:__set_name__;1
